id,person_type,legal_name,trade_name,tax_id,state_registration,email,phone,is_active,created_at,updated_at
423,PF,Sophie Pastor,,63163828558,,sophie.pastor.423@example.com,5571940140119,TRUE,2021-04-03 13:23:48,2024-09-21 14:53:36
424,PJ,Pastor Costa S.A.,,99655414000116,501249552,pastor.costa.s.a.424@example.com,5593989119083,TRUE,2022-04-05 17:30:17,2025-09-27 16:45:58
425,PJ,da Paz Cavalcante - EI ME,,74613211000136,013875927,da.paz.cavalcante.ei.me.425@example.com,5525966383615,TRUE,2020-09-01 05:00:21,2025-07-07 06:05:03
426,PJ,Martins S/A ME,,87008855000147,827548015,martins.s.a.me.426@example.com,55016947947386,TRUE,2024-05-12 16:47:50,2025-03-03 15:12:41
427,PJ,Lima ME,Azevedo Melo e Filhos,02371914000194,520716781,lima.me.427@example.com,5526969121535,TRUE,2024-12-17 07:24:39,2026-11-27 08:10:09
428,PJ,Peixoto Guerra S/A ME,Lima Silveira - ME,67964662000152,499465796,peixoto.guerra.s.a.me.428@example.com,55084927114773,TRUE,2024-01-04 05:16:41,2025-03-04 02:25:24
429,PF,Catarina Alves,,12922500462,,catarina.alves.429@example.com,5501970269524,TRUE,2022-05-18 21:12:45,2022-09-28 18:33:49
430,PF,Aylla Teixeira,,99079722820,,aylla.teixeira.430@example.com,5587973477848,FALSE,2022-10-18 00:43:55,2025-02-15 11:46:15
431,PJ,Nogueira S.A.,,51003610000180,800616756,nogueira.s.a.431@example.com,55070902842762,TRUE,2025-04-20 11:35:01,2026-03-14 16:47:09
432,PJ,Silva EIRELI,Mendonça,45081495000169,197889778,silva.eireli.432@example.com,55080964796954,TRUE,2025-05-26 13:55:52,2026-06-02 07:27:26
433,PF,Sr. Arthur Pastor,,11366125991,,sr.arthur.pastor.433@example.com,5525959056165,TRUE,2020-01-24 15:35:35,2020-09-15 00:32:26
434,PF,Dr. Luiz Fernando Araújo,,36035813186,,dr.luiz.fernando.ara.jo.434@example.com,5533949114152,TRUE,2023-11-25 10:12:18,2026-03-15 04:44:48
435,PF,Vitor Gabriel Duarte,,71949525996,,vitor.gabriel.duarte.435@example.com,5576998640790,TRUE,2025-01-09 06:39:19,2026-11-10 20:59:30
436,PF,Dr. Mathias Duarte,,02067739948,,dr.mathias.duarte.436@example.com,5517913578529,TRUE,2024-06-09 01:54:26,2026-07-13 06:33:53
437,PF,Luiz Otávio Lopes,,68194461367,,luiz.ot.vio.lopes.437@example.com,5571983440496,TRUE,2022-08-19 00:36:35,2024-12-12 10:32:25
438,PJ,Pinto Souza S/A Ltda,,80136662000122,919541987,pinto.souza.s.a.ltda.438@example.com,5535914846853,TRUE,2022-12-17 18:04:08,2023-08-30 23:53:48
439,PJ,Guerra S.A.,,12520501000188,498782082,guerra.s.a.439@example.com,5573974896908,TRUE,2025-11-20 08:41:25,2026-09-28 04:45:09
440,PF,Luiz Otávio Martins,,24822672000,,luiz.ot.vio.martins.440@example.com,55032946651364,TRUE,2021-03-17 17:09:40,2026-05-22 00:52:07
441,PF,Enrico da Cunha,,77684119605,,enrico.da.cunha.441@example.com,,TRUE,2023-01-12 21:27:37,2025-02-19 22:04:00
442,PJ,Novais ME,,41354892000106,660324204,novais.me.442@example.com,5582907001594,TRUE,2024-04-10 12:33:06,2024-09-19 01:53:51
443,PF,Nicolas Fonseca,,35546639806,,nicolas.fonseca.443@example.com,5562931981898,FALSE,2024-08-14 02:16:00,2026-07-29 13:58:42
444,PF,Theo Borges,,93248209151,,theo.borges.444@example.com,5591955963632,TRUE,2023-05-08 14:40:23,2025-05-31 15:44:24
445,PJ,Cavalcanti S.A.,Macedo,54053354000123,649078515,cavalcanti.s.a.445@example.com,5567934257540,TRUE,2023-09-07 17:06:05,2026-11-09 15:54:42
446,PJ,Sousa e Filhos Ltda,,29546523000110,034864518,sousa.e.filhos.ltda.446@example.com,5576906441343,TRUE,2025-11-23 05:34:14,2026-08-25 23:32:01
447,PF,Pedro Lucas Pires,,05218135739,,pedro.lucas.pires.447@example.com,5560941776561,TRUE,2023-10-23 06:22:30,2023-12-20 17:47:23
448,PF,José Pedro Montenegro,,85906407103,,jos.pedro.montenegro.448@example.com,5556998570027,TRUE,2020-08-07 02:34:47,2021-09-06 15:20:05
449,PF,Catarina Abreu,,89733917982,,catarina.abreu.449@example.com,5534959112382,TRUE,2026-12-11 06:49:08,2026-12-24 22:13:07
450,PF,Maria Sophia Vieira,,50184793378,,maria.sophia.vieira.450@example.com,5577924295431,TRUE,2021-06-29 04:32:07,2022-05-27 21:41:50
451,PF,Maria Eduarda Cirino,,75040293607,,maria.eduarda.cirino.451@example.com,5569930089317,TRUE,2022-02-09 20:17:23,2024-11-24 03:29:58
452,PF,João Sampaio,,69415729490,,jo.o.sampaio.452@example.com,55006996942152,FALSE,2020-08-30 07:53:49,2022-07-27 11:43:10
453,PF,Bárbara Albuquerque,,47856792809,,b.rbara.albuquerque.453@example.com,5567971333447,TRUE,2026-12-04 18:40:49,2026-12-27 00:52:23
454,PF,Caroline Lopes,,52963035128,,caroline.lopes.454@example.com,5593943626204,TRUE,2020-08-06 01:07:32,2021-09-03 17:07:42
455,PJ,da Costa Ltda,da Cruz,92617941000197,597107256,da.costa.ltda.455@example.com,5566994118005,TRUE,2022-07-06 07:06:21,2025-12-10 03:12:43
456,PJ,Melo Fogaça - EI Ltda,Abreu Ltda.,87161526000131,896465280,melo.foga.a.ei.ltda.456@example.com,5524928757215,FALSE,2021-11-07 05:36:24,2025-10-18 18:26:36
457,PF,Dra. Marina Casa Grande,,44220746790,,dra.marina.casa.grande.457@example.com,5515902745644,TRUE,2024-03-10 09:20:35,2025-05-15 14:02:43
458,PJ,Moreira Ltda,Lopes,33513135000100,257287032,moreira.ltda.458@example.com,(11) 9999-9999,TRUE,2026-10-25 22:25:16,2026-10-29 17:09:16
459,PF,Pedro Miguel Fogaça,,52189372313,,pedro.miguel.foga.a.459@example.com,5577971215134,TRUE,2022-12-26 21:36:11,2023-02-04 21:38:02
460,PF,Enzo Gabriel Souza,,72231218585,,enzo.gabriel.souza.460@example.com,5549993908926,TRUE,2021-09-17 06:11:25,2023-07-01 15:10:44
461,PF,Josué Vargas,,34571780702,,josu.vargas.461@example.com,55015904165915,TRUE,2023-05-19 13:58:18,2023-10-30 02:59:18
462,PJ,Alves Barros - ME,Marques,37352912000132,490509759,alves.barros.me.462@example.com,55030945018961,TRUE,2020-12-16 12:28:47,2024-01-19 16:25:15
463,PF,Jade Cavalcanti,,93879965226,,jade.cavalcanti.463@example.com,5561903266421,TRUE,2026-02-14 13:08:42,2026-02-14 15:08:40
464,PJ,Mendonça ME,Sousa,19068769000170,492515837,mendon.a.me.464@example.com,55067949961659,TRUE,2021-05-08 04:31:28,2026-01-27 12:47:47
465,PF,Pedro Henrique Pires,,67366757403,,pedro.henrique.pires.465@example.com,5510985732788,TRUE,2020-07-22 18:29:17,2025-12-05 05:31:30
466,PF,João Vitor Martins,,80864057105,,jo.o.vitor.martins.466@example.com,5517942243864,FALSE,2023-12-01 04:27:21,2024-08-31 14:06:33
467,PF,Ana Julia Novaes,,73632027455,000000000,ana.julia.novaes.467@example.com,5508918661794,TRUE,2020-01-09 00:48:49,2024-10-26 05:17:13
468,PF,Dr. Bruno Vargas,,17176717052,,dr.bruno.vargas.468@example.com,5501972260164,TRUE,2026-08-21 06:43:50,2026-09-06 09:37:26
469,PF,Dr. Rael Pinto,,08499544100,,dr.rael.pinto.469@example.com,5552932194168,TRUE,2022-06-08 02:06:03,2023-07-24 21:25:52
470,PJ,Abreu - ME,Albuquerque S.A.,33806119000105,776974995,abreu.me.470@example.com,5541922031030,TRUE,2023-11-24 10:29:56,2025-09-23 00:46:03
471,PF,Rodrigo Rezende,,21643266527,,rodrigo.rezende.471@example.com,55036983147276,TRUE,2022-02-01 23:26:31,2026-10-21 22:12:27
472,PJ,Camargo S.A.,,09841033000139,277707933,camargo.s.a.472@example.com,5596905016679,TRUE,2024-08-11 08:44:59,2026-08-26 22:28:46
473,PF,Lavínia Andrade,,76906374508,,lav.nia.andrade.473@example.com,55067989973080,TRUE,2022-01-06 17:37:34,2023-04-27 11:20:34
474,PF,Luara Novaes,,90041768531,,luara.novaes.474@example.com,5546971795760,TRUE,2024-11-25 00:32:30,2025-06-12 10:01:52
475,PJ,da Paz Silveira S.A.,Ferreira,14807929000131,738395972,da.paz.silveira.s.a.475@example.com,5566957293417,TRUE,2023-03-17 20:38:21,2023-08-19 06:51:11
476,PF,Erick Costa,,74943933238,,erick.costa.476@example.com,55097916743380,TRUE,2025-08-17 18:25:35,2025-11-09 18:55:45
477,PF,João da Silva,,05857105200,,luiz.henrique.da.luz.477@example.com,5522980156193,TRUE,2023-11-13 09:21:22,2024-11-20 02:31:39
478,PJ,Novais S.A.,da Luz,12876398000103,550842891,novais.s.a.478@example.com,5577911991808,TRUE,2026-02-17 20:05:38,2026-03-12 07:13:17
479,PJ,Cavalcante e Filhos EIRELI,Costela Ltda.,43341226000169,247871255,cavalcante.e.filhos.eireli.479@example.com,55013976037548,TRUE,2021-08-26 10:40:21,2025-11-04 04:54:01
480,PJ,Barros da Mata Ltda.,Fonseca,47314438000108,328632666,barros.da.mata.ltda.480@example.com,55085907208115,TRUE,2021-02-14 05:58:37,2021-10-15 02:02:31
481,PF,Dr. Enzo Lopes,,94982884293,,dr.enzo.lopes.481@example.com,5560929084668,TRUE,2025-05-16 00:52:02,2026-04-21 04:02:23
482,PF,Levi Ferreira,,95864507598,,levi.ferreira.482@example.com,5548992673899,TRUE,2023-07-23 09:28:21,2023-11-23 13:45:20
483,PF,Melina Sampaio,,14441355971,,melina.sampaio.483@example.com,5563941085628,TRUE,2024-11-22 06:04:00,2026-04-18 20:15:01
484,PF,Larissa Cunha,,70202421384,,larissa.cunha.484@example.com,5588948520089,TRUE,2026-09-12 09:38:11,2026-09-18 19:54:55
485,PF,Isaque Vasconcelos,,78700325228,,isaque.vasconcelos.485@example.com,5568910548510,TRUE,2024-07-03 07:19:20,2026-10-19 22:18:45
486,PJ,Machado Ltda.,Marques Ltda.,38690539000192,399893544,machado.ltda.486@example.com,5526983158935,TRUE,2021-01-28 11:22:17,2023-04-12 19:39:49
487,PJ,Brito ME,,12515607000193,266110627,brito.me.487@example.com,5571958698864,TRUE,2024-01-13 17:04:53,2026-10-14 13:09:20
488,PJ,Porto ME,,23719624000169,677622827,porto.me.488@example.com,55028981377028,TRUE,2025-10-15 14:25:39,2025-10-19 14:45:07
489,PF,Sr. Nicolas Camargo,,65478643327,,sr.nicolas.camargo.489@example.com,5559940821545,TRUE,2021-11-05 17:36:43,2025-10-28 03:43:19
490,PJ,da Rocha EIRELI,,65469515000180,702296044,da.rocha.eireli.490@example.com,5527901851067,TRUE,2023-05-26 10:17:33,2023-09-05 03:11:35
491,PF,Luana Nunes,,72539940943,,luana.nunes.491@example.com,55056979228777,TRUE,2025-07-06 15:51:59,2026-11-17 18:20:51
492,PJ,Siqueira Duarte S/A ME,,08311710000144,996636580,siqueira.duarte.s.a.me.492@example.com,55041920948181,TRUE,2026-12-06 08:34:48,2026-12-29 20:01:32
493,PJ,Pinto Nogueira - EI Ltda,Nunes - EI,87639339000110,378018204,pinto.nogueira.ei.ltda.493@example.com,5539971895690,TRUE,2022-02-04 10:26:27,2023-10-02 11:18:56
494,PJ,Almeida Ltda,Lopes,80426122000183,260856411,almeida.ltda.494@example.com,5582942241246,TRUE,2021-02-05 18:47:14,2024-06-07 07:06:16
495,PF,Eloá Araújo,,87226499053,,elo.ara.jo.495@example.com,5552900461526,TRUE,2022-11-23 03:11:26,2024-04-05 05:36:39
496,PF,Dr. Marcos Vinicius Campos,,02574124928,,dr.marcos.vinicius.campos.496@example.com,5533999378861,TRUE,2021-05-24 22:34:05,2024-04-25 20:57:51
497,PF,Bento Dias,,23619197458,,bento.dias.497@example.com,55086917063048,TRUE,2023-12-05 14:33:00,2024-01-08 03:17:46
498,PF,Beatriz da Cruz,,67355904221,,beatriz.da.cruz.498@example.com,5524996718325,TRUE,2021-04-17 14:28:26,2022-11-23 03:13:06
499,PJ,Viana da Cruz - EI Ltda,Novais,86710723000108,700794200,viana.da.cruz.ei.ltda.499@example.com,55049946539840,TRUE,2023-11-12 21:49:14,2025-08-29 16:04:08
500,PF,Vitor Nunes,,59571525286,,vitor.nunes.500@example.com,5541961284639,TRUE,2026-05-03 21:24:47,2026-05-10 11:23:14
501,PF,Luiza Rodrigues,,54846669378,,luiza.rodrigues.501@example.com,5547943553795,TRUE,2025-09-01 04:23:11,2025-11-11 02:19:43
502,PJ,Sales S.A.,pereira - me,48331999000188,002687681,sales.s.a.502@example.com,5580971569562,TRUE,2025-10-07 20:31:56,2026-08-15 04:31:07
503,PF,Srta. Camila Martins,,06847162759,,srta.camila.martins.503@example.com,5537903045319,TRUE,2021-06-01 13:34:12,2026-05-12 08:32:06
504,PF,Liz Silva,,06521583409,,liz.silva.504@example.com,5537950479303,TRUE,2023-07-13 17:39:14,2025-07-18 15:10:06
505,PJ,Camargo S.A.,Nunes,94109577000180,872839992,camargo.s.a.505@example.com,5592912493843,TRUE,2024-05-06 23:25:53,2025-12-06 08:22:39
506,PJ,Sales e Filhos S.A.,,05913276000184,894870605,sales.e.filhos.s.a.506@example.com,5564918775803,TRUE,2025-07-01 03:03:57,2026-04-02 17:34:09
507,PF,João Lucas Leão,,63349361153,,jo.o.lucas.le.o.507@example.com,5575906351903,TRUE,2022-08-14 09:14:31,2025-06-25 10:50:49
508,PJ,Barbosa ME,Costa Cavalcante Ltda.,95592027000127,411076095,barbosa.me.508@example.com,5531973505831,TRUE,2026-10-18 23:41:25,2026-12-02 02:02:53
509,PF,Maysa Teixeira,,41551178605,,maysa.teixeira.509@example.com,5579911006512,TRUE,2020-04-18 05:57:15,2025-03-21 04:14:49
510,PF,Pedro Miguel Araújo,,12293178803,,pedro.miguel.ara.jo.510@example.com,5596911080466,TRUE,2021-06-16 12:26:01,2022-04-20 12:02:12
511,PJ,Pinto - ME,Peixoto Viana e Filhos,27239231000109,907676991,pinto.me.511@example.com,5507985931109,TRUE,2024-05-27 17:06:13,2025-11-06 07:55:24
512,PF,Srta. Evelyn Oliveira,,19866929906,,srta.evelyn.oliveira.512@example.com,55084956797232,TRUE,2026-11-04 15:33:11,2026-11-12 08:50:16
513,PF,Bento Cardoso,,23693131457,,bento.cardoso.513@example.com,5596985498227,TRUE,2021-10-19 04:19:57,2025-07-03 04:27:31
514,PF,Luigi da Rocha,,09998266114,,luigi.da.rocha.514@example.com,5508992038806,FALSE,2026-04-05 21:35:55,2026-04-13 03:38:20
515,PJ,Costa Ltda,Porto Costa S/A,63336265000185,537795995,costa.ltda.515@example.com,5546952170730,TRUE,2020-04-24 15:55:53,2022-11-30 06:23:33
516,PF,Heloisa Sales,,55774119980,,heloisa.sales.516@example.com,5579933756362,TRUE,2022-12-11 11:37:35,2023-09-07 00:21:12
517,PF,Luiz Miguel Albuquerque,,31841589187,,luiz.miguel.albuquerque.517@example.com,5550981247395,TRUE,2021-03-01 11:02:51,2025-10-10 05:52:10
518,PF,Arthur Costa,,84340248703,,arthur.costa.518@example.com,5542934258323,TRUE,2025-10-20 18:36:28,2026-08-13 13:58:06
519,PF,Felipe da Luz,,67279233457,,felipe.da.luz.519@example.com,5502961534735,TRUE,2025-08-25 14:00:10,2026-08-15 10:01:03
520,PJ,Ribeiro S.A.,,20825276000116,289611223,ribeiro.s.a.520@example.com,5586955963099,TRUE,2021-06-05 13:59:59,2024-08-11 17:45:38
521,PJ,Nascimento da Rocha S.A.,da Cruz,06684376000149,042897317,nascimento.da.rocha.s.a.521@example.com,5512986857872,FALSE,2020-02-02 00:19:15,2022-08-21 18:59:39
522,PJ,Silva ME,,76030426000150,587774969,silva.me.522@example.com,5533937363466,TRUE,2025-02-16 14:12:00,2025-11-16 14:48:00
523,PJ,Freitas da Cunha - EI Ltda,Carvalho S/A,20953213000145,478539078,freitas.da.cunha.ei.ltda.523@example.com,5556977665754,TRUE,2021-07-24 16:20:50,2021-11-15 14:27:22
524,PF,Amanda Cavalcanti,,07401390108,,amanda.cavalcanti.524@example.com,55034915148881,TRUE,2022-11-24 08:41:06,2025-04-26 05:37:28
525,PF,Ian Brito,,67088639874,,ian.brito.525@example.com,5515908353544,TRUE,2020-12-27 01:15:27,2025-07-30 00:17:52
526,PF,Dra. Kamilly Correia,,86772194209,,dra.kamilly.correia.526@example.com,5528940445669,TRUE,2021-09-05 16:27:48,2023-10-21 21:31:14
527,PJ,Melo e Filhos Ltda,,71436291000103,826333738,melo.e.filhos.ltda.527@example.com,5587975153663,TRUE,2024-06-05 14:06:47,2025-02-24 20:31:56
528,PJ,Machado ME,,05304190000154,805292407,machado.me.528@example.com,5553966684590,TRUE,2023-08-30 14:10:47,2025-12-27 07:37:24
529,PF,Ana Beatriz Carvalho,,44475318289,,ana.beatriz.carvalho.529@example.com,55059999966361,TRUE,2023-06-09 18:28:37,2023-08-15 16:59:36
530,PJ,Correia Ltda,Caldeira,13466038000104,597412182,correia.ltda.530@example.com,5597902316433,TRUE,2021-02-19 19:21:19,2026-05-14 06:30:46
531,PF,Vinicius Azevedo,,29437117640,,vinicius.azevedo.531@example.com,55005980256621,TRUE,2023-05-31 09:59:05,2023-08-09 18:30:14
532,PF,Vitor Gabriel Leão,,37919064023,,vitor.gabriel.le.o.532@example.com,55016932346729,TRUE,2022-06-20 13:08:03,2022-08-18 16:22:55
533,PF,Luana Pastor,,47534723450,,luana.pastor.533@example.com,5587943027169,TRUE,2025-02-18 12:22:09,2026-10-26 00:08:26
534,PF,Vinicius Farias,,19930000208,,vinicius.farias.534@example.com,5577979014754,TRUE,2022-08-16 10:31:36,2025-11-12 01:09:37
535,PF,Emanuella Leão,,60880407859,,emanuella.le.o.535@example.com,5529967629160,TRUE,2022-09-06 11:49:11,2024-12-05 21:15:27
536,PF,Emanuel da Mota,,92820027130,,emanuel.da.mota.536@example.com,5541937681511,TRUE,2024-01-28 15:59:16,2024-12-14 02:03:59
537,PF,Lunna Jesus,,29886487780,,lunna.jesus.537@example.com,55024938070176,TRUE,2024-11-27 08:36:29,2026-09-21 07:36:17
538,PF,Dr. Gael Gonçalves,,57748851948,,dr.gael.gon.alves.538@example.com,5504912577711,TRUE,2022-08-24 13:25:11,2026-08-12 00:43:34
539,PJ,Silva Macedo S.A.,,76217132000131,742209124,silva.macedo.s.a.539@example.com,5586921042752,TRUE,2026-10-23 07:06:08,2026-11-30 20:40:28
540,PF,Arthur Gabriel Rocha,,63606944330,,arthur.gabriel.rocha.540@example.com,5537908164709,TRUE,2025-04-19 21:01:01,2026-05-26 03:53:49
541,PF,Benicio Vargas,,91705108733,,benicio.vargas.541@example.com,5533953310600,TRUE,2021-05-17 21:01:12,2024-06-18 18:37:19
542,PF,Genérico,,47606628556,,sr.ben.cio.c.mara.542@example.com,5522906815583,TRUE,2020-06-30 00:24:23,2021-06-25 11:37:37
543,PF,Giovanna Nogueira,,67049272639,,giovanna.nogueira.543@example.com,5561933155206,TRUE,2022-03-16 01:46:11,2023-07-30 21:47:32
544,PF,Luara Albuquerque,,95865132113,,luara.albuquerque.544@example.com,5537931495013,TRUE,2024-10-25 03:29:00,2025-08-10 03:18:37
545,PF,Liz Vargas,,89504627706,,liz.vargas.545@example.com,5571989241956,TRUE,2025-08-24 15:40:42,2026-03-04 02:57:28
546,PJ,Farias Cavalcanti e Filhos Ltda,,63938605000148,571509976,farias.cavalcanti.e.filhos.ltda.546@example.com,5538990309143,TRUE,2020-09-16 09:32:09,2022-01-15 13:43:12
547,PF,Sra. Isabelly Pinto,,44970369100,,sra.isabelly.pinto.547@example.com,11111111111,TRUE,2022-03-19 06:08:49,2024-02-18 10:34:59
548,PJ,Silveira Peixoto - ME,Carvalho,51548820000153,450864035,silveira.peixoto.me.548@example.com,5533980339685,TRUE,2026-10-23 02:16:13,2026-12-05 04:46:59
549,PJ,Macedo Pires S/A EIRELI,Mendonça S/A,60403840000127,302321298,macedo.pires.s.a.eireli.549@example.com,5538916742336,TRUE,2024-04-02 21:54:36,2025-12-30 01:26:09
550,PF,Josué da Rosa,,99234947134,,josu.da.rosa.550@example.com,5597934715662,TRUE,2022-02-02 00:02:45,2025-12-07 17:55:29
551,PF,Maysa Lima,,76388988423,,maysa.lima.551@example.com,5596927066149,TRUE,2026-01-25 19:38:25,2026-12-03 21:09:57
552,PJ,Novaes Siqueira S.A.,,76686832000175,467474689,novaes.siqueira.s.a.552@example.com,55015927323008,TRUE,2026-02-09 00:13:35,2026-05-03 12:19:50
553,PJ,Mendonça EIRELI,Leão,00977308000191,656749160,mendon.a.eireli.553@example.com,5569923645875,TRUE,2026-12-14 19:40:07,2026-12-19 04:17:17
554,PJ,Rezende - ME,Sousa,67976202000144,337050249,rezende.me.554@example.com,55024939920116,TRUE,2020-10-10 07:28:12,2022-08-26 20:06:40
555,PJ,Santos S.A.,Moreira S.A.,33868068000146,626448869,santos.s.a.555@example.com,5561919524364,TRUE,2020-01-18 14:25:59,2023-11-29 22:23:59
556,PF,Enzo Gabriel Mendonça,,76093336468,,enzo.gabriel.mendon.a.556@example.com,5511968646225,TRUE,2026-08-03 18:55:05,2026-09-06 20:05:14
557,PF,Davi Luiz Costa,,94791845161,,davi.luiz.costa.557@example.com,55028917932302,TRUE,2024-12-29 11:01:05,2026-10-03 15:38:17
558,PF,José Pedro Jesus,,62896171509,,jos.pedro.jesus.558@example.com,55091921416141,TRUE,2021-11-20 09:08:52,2025-10-01 14:42:20
559,PF,Sr. Isaac Mendes,,08063058275,,sr.isaac.mendes.559@example.com,55010904090138,TRUE,2023-11-27 05:00:53,2024-09-17 19:11:48
560,PJ,Garcia - EI Ltda,Mendonça,62995300000105,759655553,garcia.ei.ltda.560@example.com,5566990551076,TRUE,2024-08-29 06:19:24,2026-08-23 06:00:19
561,PF,Srta. Amanda Pereira,,97332806908,,srta.amanda.pereira.561@example.com,5584935797863,TRUE,2023-08-17 18:53:56,2025-08-05 03:43:38
562,PF,Lorenzo Almeida,,11626234973,,lorenzo.almeida.562@example.com,5505973976915,TRUE,2025-08-23 19:28:30,2025-08-26 18:42:52
563,PF,Olívia Ribeiro,,65872903022,,ol.via.ribeiro.563@example.com,5564993289802,TRUE,2022-01-16 22:34:56,2024-06-04 12:46:48
564,PJ,Vieira S.A.,da Rosa e Filhos,17402780000107,872717833,vieira.s.a.564@example.com,5521916025643,FALSE,2023-07-30 08:46:59,2025-03-30 08:43:05
565,PF,Sra. Olívia Rios,,99623378521,,sra.ol.via.rios.565@example.com,5528971539915,TRUE,2022-03-12 14:10:25,2025-09-09 12:04:38
566,PJ,Silva Ltda,Rezende,70128397000187,863341411,silva.ltda.566@example.com,5559931952569,TRUE,2024-03-13 10:34:03,2026-05-21 05:14:31
567,PF,Srta. Luana Araújo,,65686735522,,srta.luana.ara.jo.567@example.com,5583966552899,TRUE,2020-08-04 07:31:09,2023-09-15 01:58:45
568,PJ,Caldeira Gonçalves S/A ME,Dias,22219077000190,243772942,caldeira.gon.alves.s.a.me.568@example.com,5595948149737,TRUE,2021-11-09 17:14:23,2025-10-22 14:23:20
569,PF,Marcos Vinicius Araújo,,60554306654,,marcos.vinicius.ara.jo.569@example.com,5523930276420,TRUE,2021-10-22 23:38:39,2025-01-13 08:37:49
570,PJ,Fernandes EIRELI,Rocha,21631297000163,756618443,fernandes.eireli.570@example.com,5561925904729,FALSE,2020-05-20 20:38:52,2023-01-31 12:51:34
571,PF,Pedro Miguel Sampaio,,01982335319,,pedro.miguel.sampaio.571@example.com,55042933305912,TRUE,2025-06-08 06:24:55,2026-07-04 20:31:54
572,PJ,Lima S.A.,Araújo Brito Ltda.,31701220000176,720185962,lima.s.a.572@example.com,5530913674926,TRUE,2025-12-19 09:14:06,2026-07-02 10:38:42
573,PJ,Vasconcelos - ME,da Mota,11902549000198,750111178,vasconcelos.me.573@example.com,5509999741926,TRUE,2020-06-06 22:50:33,2025-06-15 21:23:03
574,PF,Maya da Rosa,,86984552710,,maya.da.rosa.574@example.com,5521951826068,TRUE,2023-07-25 08:28:30,2024-07-09 16:10:55
575,PJ,Azevedo ME,,27200806000180,898131292,azevedo.me.575@example.com,5587951029321,TRUE,2022-10-14 18:40:21,2024-02-27 22:19:37
576,PF,Jade Sá,,56184469878,,jade.s.576@example.com,5511984582603,TRUE,2026-06-05 00:25:51,2026-09-21 01:02:06
577,PF,Augusto Moreira,,49428259705,,augusto.moreira.577@example.com,5587929758598,TRUE,2025-05-31 02:57:53,2026-11-05 05:31:08
578,PJ,Sales Brito e Filhos EIRELI,,04536174000124,030324329,sales.brito.e.filhos.eireli.578@example.com,5539954296184,TRUE,2026-03-08 19:53:54,2026-12-09 01:44:35
579,PF,Mateus Rezende,,94777001938,,mateus.rezende.579@example.com,55067914628314,TRUE,2026-08-18 12:43:57,2026-11-10 19:22:08
580,PF,Evelyn Silva,,57853794576,,evelyn.silva.580@example.com,5598992625660,TRUE,2022-08-08 10:28:23,2023-07-06 13:52:37
581,PF,Isadora Barbosa,,23036444610,,isadora.barbosa.581@example.com,5518918615155,TRUE,2020-05-09 09:31:47,2023-07-14 18:29:58
582,PF,Diogo Câmara,,98979165803,,diogo.c.mara.582@example.com,5501963611284,TRUE,2022-07-23 21:53:22,2024-09-12 23:25:26
583,PF,Rebeca Brito,,98953216435,,rebeca.brito.583@example.com,5559948491025,TRUE,2023-07-26 17:21:13,2026-09-11 04:30:45
584,PF,Emilly Ferreira,,56390520077,,emilly.ferreira.584@example.com,5589967924082,TRUE,2020-09-06 16:07:21,2021-05-22 04:19:18
585,PF,Carolina Casa Grande,,29646173500,,carolina.casa.grande.585@example.com,5594905396727,TRUE,2026-06-17 08:44:05,2026-09-09 22:51:03
586,PJ,Martins Ltda,da Mota,21283893000108,683414651,martins.ltda.586@example.com,5513912901487,TRUE,2020-06-22 00:43:25,2020-09-22 05:36:49
587,PF,Otávio Rocha,,66151468945,,ot.vio.rocha.587@example.com,5527978816093,TRUE,2025-07-12 01:53:26,2025-12-03 12:47:30
588,PJ,Silva - ME,da Cruz,23283785000152,890972832,silva.me.588@example.com,5552985067625,TRUE,2026-12-19 10:56:43,2026-12-23 13:18:22
589,PF,Lucca Rocha,,49639108960,,lucca.rocha.589@example.com,5581944744309,TRUE,2020-01-30 19:33:57,2021-07-14 10:26:56
590,PF,Helena das Neves,,97041562271,,helena.das.neves.590@example.com,5507997050975,TRUE,2021-05-01 01:39:25,2025-08-24 00:07:39
591,PF,Luiz Gustavo Caldeira,,34653525560,,luiz.gustavo.caldeira.591@example.com,5552965016731,TRUE,2020-09-12 13:27:11,2025-09-13 07:37:00
592,PJ,Jesus Campos - ME,Cassiano e Filhos,83084902000180,437654562,jesus.campos.me.592@example.com,5541977225605,TRUE,2025-12-16 14:46:54,2025-12-22 07:02:11
593,PJ,Camargo Correia Ltda.,,09415293000142,026650237,camargo.correia.ltda.593@example.com,5516978725686,TRUE,2023-01-31 22:22:57,2024-06-28 05:59:59
594,PJ,Camargo Caldeira S/A Ltda,Cassiano Ferreira - EI,11445026000160,030569067,camargo.caldeira.s.a.ltda.594@example.com,5547916392823,TRUE,2025-07-17 02:10:23,2026-11-02 01:12:30
595,PF,Danilo da Luz,,82853444520,,danilo.da.luz.595@example.com,5563971892392,TRUE,2020-08-09 20:06:45,2025-10-15 04:17:14
596,PF,Dante Cardoso,,81560650931,,dante.cardoso.596@example.com,5504932609310,TRUE,2023-11-03 17:22:58,2024-07-01 13:34:40
597,PF,Maria Luísa Moura,,69225863799,,maria.lu.sa.moura.597@example.com,5533956708604,TRUE,2022-09-23 06:29:58,2026-03-28 05:48:47
