id,customer_id,address_type,postal_code,street,number,complement,district,city,state,country,is_primary
1072,539,billing,10853-700,Avenida Asafe Brito,3,,Vila Real 1ª Seção,Cardoso,SC,BR,TRUE
1073,539,billing,26839051,Área de Campos,9,,Castelo,Siqueira,MG,BR,FALSE
1074,540,billing,49106769,Recanto de Azevedo,2,Apto 494,Boa Viagem,Vieira,SE,BR,TRUE
1075,540,secondary,32822-519,Jardim João Gabriel Pastor,78,,Cardoso,Machado Grande,AM,BR,FALSE
1076,541,billing,70254496,Largo Brayan Castro,22,,Bandeirantes,Duarte,TO,BR,TRUE
1077,541,billing,80575-950,Lago Casa Grande,72,,Ernesto Nascimento,Freitas,CE,BR,FALSE
1078,542,billing,17548771,Estrada de Cassiano,3,,Alta Tensão 1ª Seção,Borges do Oeste,RN,BR,TRUE
1079,542,billing,03186767,Lagoa Rafaela Cavalcante,88,Apto 807,Cidade Nova,Pimenta,AL,BR,FALSE
1080,542,secondary,49630966,Praia Luiza Cavalcanti,360,,Vila Tirol,Rezende da Mata,RN,BR,FALSE
1081,543,billing,04716495,Largo Milena da Luz,66,,Pirineus,Silva de Campos,ES,BR,TRUE
1082,543,secondary,15342-789,Vereda Cavalcanti,373,,Nova Granada,Martins,SP,BR,FALSE
1083,544,billing,65484-274,Lago de Lima,55,Apto 030,Vila Nova Gameleira 2ª Seção,Cassiano,RS,BR,TRUE
1084,544,billing,43665945,Sítio Novaes,33,,Graça,Vieira Alegre,SC,BR,FALSE
1085,544,billing,35668228,Pátio de Fonseca,55,,Varzea Da Palma,Rios,AC,BR,FALSE
1086,545,billing,98013376,Vale Barbosa,87,,Vila Paris,Camargo,AP,BR,TRUE
1087,545,secondary,81623-153,Ladeira de Castro,611,,São Paulo ,Silveira de Guerra,MT,BR,FALSE
1088,546,billing,91639750,Praia João Guilherme Campos,11,,Vila Das Oliveiras,Araújo,AC,BR,TRUE
1089,546,secondary,43002-773,Aeroporto Rocha,75,,Serrano,Casa Grande dos Dourados,RS,BR,FALSE
1090,547,billing,38082-632,Praia Lara Sousa,21,Apto 431,Vila Primeiro De Maio,Marques,MT,BR,TRUE
1091,548,billing,98714142,Lago João Felipe Pastor,70,Apto 461,Jaraguá,Montenegro,SC,BR,TRUE
1092,549,billing,81674289,Lagoa Cauã Fogaça,547,Apto 389,Jardim Felicidade,Fernandes de Carvalho,SE,BR,TRUE
1093,550,billing,24597-989,Estação de Cirino,65,Apto 404,Conjunto Bonsucesso,Almeida,AC,BR,TRUE
1094,550,billing,49961177,Largo de da Mota,13,Apto 579,São Paulo,Gomes Grande,SC,BR,FALSE
1095,550,secondary,92339-530,Viaduto Pires,65,Apto 395,Belvedere,Porto,MS,BR,FALSE
1096,551,billing,37731-252,Núcleo Sofia Silveira,20,,Estrela Do Oriente,Sousa,TO,BR,TRUE
1097,552,billing,17517335,Estrada de Jesus,34,,Casa Branca,Borges Alegre,PA,BR,TRUE
1098,552,billing,43878-717,Fazenda Duarte,935,,Vila Ipiranga,Araújo,MS,BR,FALSE
1099,553,billing,82562-739,Ladeira Miguel Rocha,71,,Bom Jesus,Abreu,RS,BR,TRUE
1100,554,billing,86878427,Loteamento Gustavo Dias,86,,Vila Suzana Segunda Seção,Aragão,RR,BR,TRUE
1101,554,secondary,50669-912,Setor de Dias,68,Apto 944,Boa Viagem,da Paz Verde,ES,BR,FALSE
1102,554,secondary,11156854,Esplanada Gomes,91,,Araguaia,Silva do Sul,RR,BR,FALSE
1103,555,billing,63235185,Distrito Peixoto,7,,Esplanada,Guerra de Minas,DF,BR,TRUE
1104,555,billing,73987148,Viela Aurora da Mata,13,,Acaiaca,Ramos de da Rocha,SE,BR,FALSE
1105,555,billing,77741-465,Rodovia Costela,7,Apto 332,Prado,Câmara de Goiás,RR,BR,FALSE
1106,556,billing,30575-786,Avenida Maria Araújo,15,,Petropolis,Lima das Pedras,AL,BR,TRUE
1107,556,billing,95085-261,Pátio Moraes,665,,Belvedere,Carvalho,MG,BR,FALSE
1108,556,secondary,74141-240,Jardim de Costa,568,Apto 835,Tres Marias,Aragão do Sul,AC,BR,FALSE
1109,557,billing,82087163,Sítio de Campos,339,,Providencia,Nunes,AM,BR,TRUE
1110,557,secondary,81987921,Loteamento André Brito,617,,Petropolis,Souza do Sul,AM,BR,FALSE
1111,558,billing,86752262,Trevo Erick Farias,48,Apto 281,Cidade Jardim,Lopes Alegre,SE,BR,TRUE
1112,558,billing,77313197,Travessa Samuel Camargo,35,,Vila Nova Cachoeirinha 3ª Seção,Rocha de Lima,SE,BR,FALSE
1113,559,billing,55937651,Rua Cardoso,76,,Vila Batik,Camargo das Flores,DF,BR,TRUE
1114,559,secondary,72715483,Estação Sophie Borges,24,,Flavio De Oliveira,Alves do Oeste,DF,BR,FALSE
1115,559,secondary,60749-687,Praia Ana Julia Ramos,66,Apto 448,Comiteco,Moraes,PR,BR,FALSE
1116,560,billing,98212558,Residencial de Melo,60,Apto 031,Manacas,Costela,MA,BR,TRUE
1117,560,billing,50865-699,Vila Pedro Lucas Nogueira,54,Apto 771,Eymard,Borges da Serra,MT,BR,FALSE
1118,560,secondary,83410657,Vale Siqueira,776,,Marieta 3ª Seção,Teixeira da Serra,RR,BR,FALSE
1119,561,billing,67039336,Viela Mariah Marques,24,Apto 084,Dom Cabral,Campos de Souza,SP,BR,TRUE
1120,562,billing,82003409,Feira de Farias,227,Apto 732,Outro,Cunha,AP,BR,TRUE
1121,562,secondary,66646518,Recanto Nicole Vieira,879,,São Gabriel,Ferreira do Galho,RS,BR,FALSE
1122,562,secondary,95797-114,Chácara de Marques,246,Apto 906,Tupi A,Câmara,RS,BR,FALSE
1123,563,billing,10832-786,Rua Laís Nogueira,598,,Cônego Pinheiro 1ª Seção,Almeida,ES,BR,TRUE
1124,563,secondary,65030524,Colônia da Mata,80,,Nossa Senhora Do Rosário,Brito de Goiás,DF,BR,FALSE
1125,563,secondary,29495-760,Vereda Sá,161,Apto 849,Conjunto Jatoba,Aragão de da Rosa,SP,BR,FALSE
1126,564,billing,38687-612,Travessa de Machado,77,,Conjunto Bonsucesso,Porto,DF,BR,TRUE
1127,565,billing,45614-315,Estrada de Rios,934,,Novo Ouro Preto,da Cruz de Minas,CE,BR,TRUE
1128,565,secondary,08590400,Ladeira Caldeira,40,,Nossa Senhora De Fátima,Cirino de Goiás,SE,BR,FALSE
1129,565,billing,33134-241,Vereda Lunna Campos,797,,Conjunto Jardim Filadélfia,Teixeira,PR,BR,FALSE
1130,566,billing,94292-101,Conjunto Maya da Mata,621,,Carmo,Mendes,SP,BR,TRUE
1131,567,billing,07963-132,Viela Dante Ribeiro,79,,Novo São Lucas,Pinto,PA,BR,TRUE
1132,567,billing,19662-714,Recanto Cauã Lima,78,Apto 862,Floresta,Macedo,PE,BR,FALSE
1133,568,billing,77171-219,Travessa de Correia,717,,Vila Nova Gameleira 3ª Seção,Abreu de Rios,SP,BR,TRUE
1134,568,billing,00227-962,Ladeira de das Neves,82,Apto 843,Aarão Reis,Câmara,RN,BR,FALSE
1135,568,billing,80646-594,Trevo de Borges,568,,Urca,Sampaio de da Mata,RN,BR,FALSE
1136,569,billing,20392268,Rodovia Maria Julia Alves,67,,Marmiteiros,Nascimento de Freitas,SE,BR,TRUE
1137,570,billing,57653-092,Pátio Alícia Costela,9,,Camponesa 2ª Seção,Cardoso,BA,BR,TRUE
1138,570,secondary,57504122,Passarela Ana Laura Sá,15,,Sport Club,Dias da Praia,SC,BR,FALSE
1139,570,secondary,31492-662,Viaduto da Cunha,77,,Acaba Mundo,Novais,BA,BR,FALSE
1140,571,billing,71002458,Rua de Rocha,24,,Vila Boa Vista,Rezende de Pastor,ES,BR,TRUE
1141,571,billing,97933-933,ESTRADA DE SILVEIRA,88,Apto 688,Embaúbas,Moreira Verde,SE,BR,FALSE
1142,572,billing,58173868,Parque Ferreira,42,,Lorena,Mendonça,SE,BR,TRUE
1143,572,secondary,78735219,Rua de Alves,58,,Alto Barroca,Alves do Oeste,DF,BR,FALSE
1144,572,billing,29950-867,Distrito Jesus,92,,Brasil Industrial,Machado,MG,BR,FALSE
1145,573,billing,77867-397,Setor Azevedo,805,Apto 468,Vila Suzana Primeira Seção,Cunha,AL,BR,TRUE
1146,574,billing,37406-242,Condomínio Daniel Santos,33,,Jaqueline,Monteiro de Correia,MG,BR,TRUE
1147,574,billing,18849-198,Passarela Enrico Cunha,59,,Alto Caiçaras,da Costa da Praia,PR,BR,FALSE
1148,574,secondary,47639857,Passarela Ribeiro,150,Apto 728,Coração Eucarístico,da Conceição do Galho,RS,BR,FALSE
1149,575,billing,80099-986,Viela Lorenzo Viana,15,,Funcionários,Azevedo Paulista,RN,BR,TRUE
1150,576,billing,48735975,Fazenda Allana Vieira,73,,Grajaú,Pinto Verde,MG,BR,TRUE
1151,576,secondary,07799772,Esplanada Casa Grande,74,,Vila Olhos D'água,Sá,MT,BR,FALSE
1152,577,billing,30027027,Avenida Maria Laura Leão,476,,Sagrada Família,Dias,AM,BR,TRUE
1153,577,billing,53869-016,Campo de Cassiano,8,,Mangueiras,Aragão,AC,BR,FALSE
1154,577,secondary,99155-859,Trecho Ribeiro,52,Apto 455,Olhos D'água,Cirino do Oeste,CE,BR,FALSE
1155,578,billing,14894413,Travessa de Oliveira,81,,Nossa Senhora Da Aparecida,Costela,AL,BR,TRUE
1156,579,billing,81569590,Aeroporto Cecília Sousa,69,,Vila Nova,Albuquerque,TO,BR,TRUE
1157,580,billing,36112-874,Rodovia Ramos,2,Apto 730,Vila Jardim São José,Oliveira de Goiás,TO,BR,TRUE
1158,580,billing,14528789,Trecho de Nunes,92,,Teixeira Dias,Abreu,SP,BR,FALSE
1159,580,billing,84052185,Largo Gomes,9,,Nova Granada,Souza,AM,BR,FALSE
1160,581,billing,26048589,Largo Vinicius Pimenta,518,Apto 409,Buritis,Nogueira,TO,BR,TRUE
1161,581,billing,54719-270,Núcleo de da Cunha,974,,Pongelupe,Fernandes,MG,BR,FALSE
1162,582,billing,23005-609,Lagoa de da Mata,61,Apto 012,Grajaú,Farias,AL,BR,TRUE
1163,582,billing,65660-505,Alameda de Moraes,85,Apto 657,São Jorge 2ª Seção,Melo,RJ,BR,FALSE
1164,582,billing,91947437,Travessa Pastor,4,Apto 521,Vila Madre Gertrudes 4ª Seção,Almeida Verde,AM,BR,FALSE
1165,583,billing,27647142,Viela Rafael Cavalcante,2,Apto 190,Cenaculo,Ramos das Pedras,SP,BR,TRUE
1166,583,secondary,37738133,Vale Nascimento,51,Apto 523,Santa Cruz,Costela,MA,BR,FALSE
1167,583,billing,33287-425,Largo Isis Novaes,96,,Antonio Ribeiro De Abreu 1ª Seção,Novaes do Norte,AL,BR,FALSE
1168,584,billing,58953815,Núcleo Cauê Borges,44,,Vila Jardim Leblon,Marques da Prata,AM,BR,TRUE
1169,584,secondary,77949148,Condomínio de Ferreira ,5,,Indaiá,Jesus de Minas,RN,BR,FALSE
1170,585,billing,41710-065,Distrito Isabela Gonçalves,98,Apto 545,Vila Formosa,da Costa das Flores,ES,BR,TRUE
1171,585,billing,76659-959,Área de Cavalcante,54,Apto 238,Calafate,Cirino da Serra,MG,BR,FALSE
1172,585,billing,48491-861,Parque Lorenzo Novaes,436,Apto 580,Vila Dos Anjos,Sá do Oeste,DF,BR,FALSE
1173,586,billing,51313561,Praia Abreu,97,,Jardim Dos Comerciarios,Correia de da Rosa,MA,BR,TRUE
1174,586,secondary,93722-391,Parque Dom Pimenta,38,,Caiçaras,Ferreira,PE,BR,FALSE
1175,587,billing,84313-574,Rua Machado,57,,Álvaro Camargos,Correia de Pimenta,PR,BR,TRUE
1176,587,billing,96175657,Trecho Daniel Gomes,9,,São Lucas,Sousa,MA,BR,FALSE
1177,587,billing,25118-095,Loteamento Ana Sophia Barbosa,224,,Marilandia,Moraes,PA,BR,FALSE
1178,588,billing,48401617,Via Rios,24,,Jardinópolis,Duarte do Oeste,ES,BR,TRUE
1179,588,billing,52015-691,Praça Henrique Garcia,61,Apto 733,Primeiro De Maio,Moreira Paulista,AC,BR,FALSE
1180,588,secondary,34178109,Residencial Camargo,257,Apto 451,Jonas Veiga,Brito Paulista,RJ,BR,FALSE
1181,589,billing,58387-368,Quadra Cavalcanti,266,,Bandeirantes,Nascimento,GO,BR,TRUE
1182,589,secondary,88168482,Esplanada Matteo Rezende,1,Apto 704,Vila Nova Paraíso,da Mota Paulista,MT,BR,FALSE
1183,589,billing,30060451,Vale de Pimenta,9,Apto 187,Flamengo,Aragão,AC,BR,FALSE
1184,590,billing,76327223,Fazenda Letícia Pimenta,50,Apto 326,Fernão Dias,Farias,RJ,BR,TRUE
1185,591,billing,47353522,Viaduto Emanuelly da Luz,630,Apto 397,Lourdes,Vargas,MA,BR,TRUE
1186,591,billing,13599-642,Avenida Gabrielly Araújo,9,Apto 972,Pirineus,Albuquerque Alegre,AP,BR,FALSE
1187,591,secondary,31641-199,Vila Costa,75,,João Paulo Ii,Ramos,SP,BR,FALSE
1188,592,billing,54260062,Via de Oliveira,42,,São Damião,Costela da Praia,PB,BR,TRUE
1189,592,billing,89594589,Distrito Duarte,8,Apto 475,Conjunto Santa Maria,Pinto dos Dourados,PB,BR,FALSE
1190,592,billing,65512-889,Loteamento de Lopes,48,Apto 676,Novo Aarão Reis,Vargas dos Dourados,AL,BR,FALSE
1191,593,billing,10122133,Vila de Moreira,45,,Vila Copacabana,Cavalcanti de Minas,MA,BR,TRUE
1192,593,secondary,83545-749,Rua de Silva,79,,Prado,Novais,RR,BR,FALSE
1193,594,billing,52543093,Vila Theo Sá,22,,Maria Goretti,Mendonça,DF,BR,TRUE
1194,594,billing,66068-992,Jardim de Melo,6,,Primeiro De Maio,Leão do Campo,AC,BR,FALSE
1195,594,secondary,10302212,Trecho Fernandes,31,,Cachoeirinha,Peixoto do Galho,ES,BR,FALSE
1196,595,billing,32854142,Pátio da Conceição,36,,Canaa,da Luz Alegre,DF,BR,TRUE
1197,595,billing,15045-196,Setor Lunna Monteiro,280,,Vila Inestan,Porto,MS,BR,FALSE
1198,596,billing,32684232,Viela de Gonçalves,65,,Vila Trinta E Um De Março,Leão do Norte,DF,BR,TRUE
1199,596,secondary,69310571,Quadra de da Cruz,93,,Caiçara - Adelaide,da Rocha Alegre,MT,BR,FALSE
1200,596,secondary,78762602,Loteamento Lima,40,,Alpes,Moraes de Minas,RN,BR,FALSE
1201,597,billing,07867-969,Trevo de Nunes,28,Apto 919,Jardim Dos Comerciarios,da Mata de Gomes,AM,BR,TRUE
1202,597,billing,31900241,Loteamento Henry Gabriel Monteiro,78,Apto 373,Lorena,Costa,CE,BR,FALSE
1203,598,billing,02899-666,Praça de Nascimento,58,,Engenho Nogueira,Borges,MG,BR,TRUE
1204,598,billing,10651494,Favela Isis Siqueira,44,,Boa Viagem,Fernandes,MS,BR,FALSE
1205,598,secondary,71030-275,Pátio de Aparecida,689,Apto 869,Pedreira Padro Lopes,Farias,PE,BR,FALSE
1206,599,billing,34231-494,Esplanada Guilherme Cavalcante,78,Apto 062,Vila Copasa,Sá,RN,BR,TRUE
1207,600,billing,80409991,Condomínio Ana Julia Souza,5,Apto 050,Saudade,Albuquerque de Minas,RR,BR,TRUE
1208,601,billing,47429636,Campo Luiz Otávio Cavalcante,84,,Cidade Jardim Taquaril,Sales Paulista,RR,BR,TRUE
1209,601,secondary,92453960,Conjunto Thiago Alves,517,Apto 425,Vila Independencia 1ª Seção,Oliveira,RR,BR,FALSE
1210,601,secondary,85276-820,Colônia de Novaes,312,,João Alfredo,Gomes do Campo,GO,BR,FALSE
1211,602,billing,80970209,Trecho Arthur Pereira,63,Apto 159,Boa União 2ª Seção,Melo,MT,BR,TRUE
1212,602,secondary,31702533,Trevo Maria Júlia Abreu,560,,São Lucas,Martins,SP,BR,FALSE
1213,603,billing,58725-371,Conjunto Brayan Rodrigues,6,Apto 333,Alto Dos Pinheiros,Costa,CE,BR,TRUE
1214,603,secondary,69647-413,Campo Brito,71,,Santa Rita,Pimenta,MA,BR,FALSE
1215,603,billing,22663-154,Alameda Pastor,503,Apto 913,Boa União 1ª Seção,Garcia Alegre,DF,BR,FALSE
1216,604,billing,67136-463,Chácar Ana Julia Duarte,92,,Vila Rica,Cunha,BA,BR,TRUE
1217,604,billing,34852-979,Favela de Silva,79,Apto 577,Lagoa,Ramos,ES,BR,FALSE
1218,604,billing,21970-640,Lago Felipe Casa Grande,61,,Jaqueline,Cassiano,MA,BR,FALSE
1219,605,billing,78307-501,Estrada João Miguel Monteiro,4,Apto 491,Granja Werneck,Almeida,RO,BR,TRUE
1220,605,secondary,26963-642,Distrito Diogo Cirino,64,Apto 436,Santa Branca,Moraes do Amparo,RN,BR,FALSE
1221,605,secondary,74672-698,Estrada Anthony Viana,4,,Dom Silverio,Cardoso,PR,BR,FALSE
1222,606,billing,17026719,Parque de Barbosa,59,,Vila Barragem Santa Lúcia,Nogueira,MS,BR,TRUE
1223,606,billing,47561603,Lago de Pacheco,72,Apto 068,Santo Antônio,Castro,PE,BR,FALSE
1224,607,billing,95614-109,Parque Davi Miguel Rocha,39,Apto 932,Vila Ouro Minas,Machado do Galho,RN,BR,TRUE
1225,607,secondary,88506903,Fazenda da Paz,21,,Copacabana,Carvalho,PR,BR,FALSE
1226,608,billing,02385951,Viela de Carvalho,820,,Conjunto Califórnia I,Costa,AL,BR,TRUE
1227,608,billing,35823398,Viela de Fogaça,2,Apto 139,Tres Marias,Teixeira de Sousa,PR,BR,FALSE
1228,609,billing,87927876,Setor Levi da Cruz,90,Apto 422,União,Teixeira das Pedras,MT,BR,TRUE
1229,610,billing,44486574,Alameda Guerra,70,,São Geraldo,das Neves,RO,BR,TRUE
1230,611,billing,99198-720,Trecho Moraes,2,,Dona Clara,Teixeira,AC,BR,TRUE
1231,611,secondary,33914-198,Campo Sampaio,79,Apto 330,Vila Batik,Abreu dos Dourados,SP,BR,FALSE
1232,611,billing,95044-327,Trecho Cavalcante,380,,Vila Nossa Senhora Do Rosário,Rezende Paulista,SP,BR,FALSE
1233,612,billing,61693624,Rua Sousa,751,,Flavio De Oliveira,da Costa,PE,BR,TRUE
1234,613,billing,37057410,Recanto Jesus,72,,Barro Preto,Peixoto Paulista,AM,BR,TRUE
1235,613,secondary,25838-516,Largo Monteiro,711,Apto 446,Nova Cachoeirinha,Mendes do Campo,TO,BR,FALSE
1236,614,billing,29010291,Rua Carolina Rodrigues,2,Apto 858,Boa Vista,Aragão,AM,BR,TRUE
1237,615,billing,60235-359,Rodovia Luan Moraes,501,Apto 081,Jardim América,Sales,ES,BR,TRUE
1238,616,billing,63167-660,Praia Brito,38,Apto 788,Satelite,Martins do Galho,SP,BR,TRUE
1239,617,billing,18193-834,Viaduto Lívia Souza,6,Apto 104,Pousada Santo Antonio,Abreu,RS,BR,TRUE
1240,618,billing,28213114,Estação de das Neves,5,,Vila Petropolis,Almeida,GO,BR,TRUE
1241,618,secondary,46978-942,Travessa Júlia Câmara,19,Apto 019,Pedreira Padro Lopes,Moura de Goiás,ES,BR,FALSE
1242,619,billing,50041-951,Chácara de Costa,4,Apto 076,Ipiranga,Barbosa do Amparo,AC,BR,TRUE
1243,619,billing,16684-648,Conjunto de Vieira,9,Apto 728,João Paulo Ii,Moraes,AM,BR,FALSE
1244,619,billing,96923-444,Largo Freitas,52,Apto 772,Bom Jesus,Vasconcelos,RJ,BR,FALSE
1245,620,billing,36209-160,Ladeira de Pacheco,81,,Vila Paraíso,Correia,AP,BR,TRUE
1246,620,secondary,17066863,Conjunto Guilherme Sampaio,458,Apto 584,Vila Oeste,das Neves,PR,BR,FALSE
1247,620,secondary,57126565,Vila Agatha Brito,75,,Monsenhor Messias,Marques do Campo,MT,BR,FALSE
1248,621,billing,11120-701,Vila de Ribeiro,6,,Vila Batik,Teixeira,MS,BR,TRUE
1249,621,secondary,79262-552,Quadra Laura Barros,40,,Corumbiara,Pereira do Galho,RS,BR,FALSE
1250,622,billing,80861-868,Estrada de Sá,5,,Dom Joaquim,Casa Grande da Serra,RJ,BR,TRUE
1251,623,billing,85321-013,Trecho Nogueira,130,Apto 400,Goiania,Leão de Ferreira,PI,BR,TRUE
1252,623,secondary,90140-565,Aeroporto de Casa Grande,97,,Santa Cecilia,Rocha,SC,BR,FALSE
1253,623,secondary,95902799,Ladeira Gonçalves,26,Apto 991,São Bernardo,Vargas,PE,BR,FALSE
1254,624,billing,48836-269,Chácara Júlia Sampaio,86,,Vila Havaí,Azevedo de Marques,RR,BR,TRUE
1255,624,billing,52969-426,Colônia de Fogaça,88,,Nova Vista,Rios,RS,BR,FALSE
1256,625,billing,12452-770,Área Sophie Melo,15,,Lajedo,Castro Paulista,MA,BR,TRUE
1257,625,billing,88867895,Colônia Câmara,419,Apto 870,Ouro Minas,Silva de Minas,MA,BR,FALSE
1258,626,billing,01349843,Estação de Nogueira,5,Apto 046,Conjunto Santa Maria,Melo da Prata,PA,BR,TRUE
1259,627,billing,57236273,Avenida Montenegro,503,Apto 544,Nazare,da Cruz da Serra,TO,BR,TRUE
1260,628,billing,09549686,Residencial Marques,80,Apto 909,Vil Atila De Paiva,Sales,SC,BR,TRUE
1261,629,billing,67617-099,Condomínio Francisco Sá,4,,Vila Nova Cachoeirinha 3ª Seção,Guerra da Serra,MT,BR,TRUE
1262,629,secondary,62109-028,Morro Marques,155,Apto 004,Jardim Montanhês,Barbosa da Praia,PA,BR,FALSE
1263,630,billing,30572-756,Estação Almeida,81,,Lagoinha Leblon,Novais,DF,BR,TRUE
1264,630,billing,53701376,Alameda de Rios,12,Apto 324,São Cristóvão,Vasconcelos,BA,BR,FALSE
1265,630,secondary,77567794,Parque Zoe Duarte,52,Apto 148,Jaraguá,Leão,RS,BR,FALSE
1266,631,billing,77574658,Viela Luna Novaes,56,Apto 519,Conjunto São Francisco De Assis,Carvalho dos Dourados,RJ,BR,TRUE
1267,631,secondary,46829851,Morro João Pedro Cirino,673,,Campo Alegre,Novaes,PB,BR,FALSE
1268,632,billing,86341-448,Viaduto Maria Vitória Macedo,77,,Vila São Paulo,Pacheco,PB,BR,TRUE
1269,632,billing,03188727,Travessa Larissa Araújo,98,Apto 867,Vila Formosa,Siqueira da Serra,AC,BR,FALSE
1270,633,billing,05784-622,Passarela Costela,66,Apto 186,Ipiranga,Vargas do Campo,MS,BR,TRUE
1271,633,secondary,12141382,Vale de Montenegro,19,,São João,Ribeiro do Galho,PA,BR,FALSE
1272,634,billing,14660-170,Morro de Nunes,79,,Piraja,Caldeira,TO,BR,TRUE
1273,635,billing,52264-124,Núcleo Bruna Cassiano,957,,Pedreira Padro Lopes,Dias,AM,BR,TRUE
1274,636,billing,83202-271,Favela Rezende,9,,Baleia,Casa Grande,AP,BR,TRUE
1275,636,secondary,98008-475,Núcleo Maitê Rodrigues,53,,Vila Jardim São José,Cassiano,PI,BR,FALSE
1276,636,billing,39132183,Parque Vinicius Pinto,935,,Vila Copacabana,Moura,GO,BR,FALSE
1277,637,billing,98732-975,LADEIRA DE SÁ,36,Apto 713,Piratininga,Pires,BA,BR,TRUE
1278,637,secondary,46984-598,Alameda de Pereira,7,,Nossa Senhora Aparecida,Oliveira,MA,BR,FALSE
1279,638,billing,83062-646,Loteamento de Montenegro,999,Apto 724,Inconfidência,Gomes de Goiás,AP,BR,TRUE
1280,638,billing,84209274,Feira de Rodrigues,909,Apto 112,Cinquentenário,Cirino,SP,BR,FALSE
1281,638,secondary,51285136,Ladeira de Andrade,24,,Vila Nova Dos Milionarios,Rios Alegre,CE,BR,FALSE
1282,639,billing,70087775,Vale Aragão,4,Apto 226,Alto Vera Cruz,da Costa de da Paz,SP,BR,TRUE
1283,640,billing,84326-748,Praça Yago Porto,11,,Novo São Lucas,Carvalho,DF,BR,TRUE
1284,640,billing,85437673,Morro Novaes,38,Apto 196,Prado,Teixeira Alegre,RN,BR,FALSE
1285,641,billing,82243-121,Morro Fonseca,989,.,Diamante,Sales,DF,BR,TRUE
1286,642,billing,78141257,Viaduto Jesus,80,,Santa Margarida,da Rosa,GO,BR,TRUE
1287,642,secondary,47597-113,Núcleo Sá,88,,Embaúbas,Rocha,AL,BR,FALSE
1288,642,billing,42645963,Ladeira de Lima,945,,Ermelinda,Albuquerque,SE,BR,FALSE
1289,643,billing,35858726,Viela Cirino,15,,Aparecida,Mendonça,RS,BR,TRUE
1290,643,billing,92642102,Sítio Vasconcelos,92,Apto 807,Graça,Leão da Mata,RJ,BR,FALSE
1291,644,billing,06959-901,Passarela de Ribeiro,43,,Mantiqueira,Casa Grande do Oeste,RJ,BR,TRUE
1292,645,billing,02111-870,Área de Abreu,9,,Santa Tereza,Cavalcanti,BA,BR,TRUE
1293,646,billing,53220893,Morro de Gomes,9,Apto 980,Jardim Felicidade,Gomes de Minas,PB,BR,TRUE
1294,647,billing,01478247,Travessa Guilherme Vargas,8,,Das Industrias I,Vieira,MG,BR,TRUE
1295,647,billing,50688-857,Praça de Vasconcelos,3,,Piratininga,Campos,PA,BR,FALSE
1296,648,billing,35024506,Conjunto Sousa,60,Apto 241,Vila Ecológica,Pereira Paulista,SP,BR,TRUE
1297,649,billing,64686-676,Viaduto de Siqueira,26,Apto 428,Jatobá,Almeida,AC,BR,TRUE
1298,649,billing,13743784,Colônia Arthur Gabriel Teixeira,93,Apto 232,Cônego Pinheiro 2ª Seção,Silveira da Prata,RR,BR,FALSE
1299,649,secondary,37622334,Área Igor Fernandes,81,Apto 765,Pindura Saia,Lopes de Minas,AL,BR,FALSE
1300,650,billing,00591186,Via Siqueira,47,,Vila Barragem Santa Lúcia,Pires,DF,BR,TRUE
1301,651,billing,89140-269,Viela de Gomes,61,,Vila Mantiqueira,Porto da Praia,RO,BR,TRUE
1302,651,billing,08757575,Vila Cunha,9,,Coração Eucarístico,Sousa,SC,BR,FALSE
1303,651,secondary,37084446,Vereda de Dias,2,,Vila Formosa,Pires,PI,BR,FALSE
1304,652,billing,38541842,Fazenda de Castro,64,,Penha,Azevedo,PR,BR,TRUE
1305,652,secondary,33701-065,Passarela Aparecida,84,,Bom Jesus,Melo,RJ,BR,FALSE
1306,653,billing,10826277,Pátio Alexandre Lopes,5,Apto 186,Vila Antena,Albuquerque da Praia,MG,BR,TRUE
1307,653,billing,11828-921,Alameda de Mendes,78,Apto 435,Serra Do Curral,Almeida,RJ,BR,FALSE
1308,654,billing,53363-149,Rodovia Pires,269,Apto 861,Vila Dos Anjos,Dias de Ramos,MG,BR,TRUE
1309,655,billing,34549-642,Alameda Leão,692,,Vila São Geraldo,Moura de Goiás,AL,BR,TRUE
1310,656,billing,35808756,Feira de da Cunha,29,Apto 088,Maravilha,da Rocha,PI,BR,TRUE
1311,656,secondary,19272778,Lago Aragão,49,,Cinquentenário,Novais,AP,BR,FALSE
1312,656,secondary,71771-103,Área Luiz Fernando Aragão,73,Apto 174,Lagoinha Leblon,Sá de da Luz,AM,BR,FALSE
1313,657,billing,91848-000,Aeroporto Borges,13,,Vila De Sá,Silveira,AM,BR,TRUE
1314,657,secondary,89040-113,Travessa de Castro,6,,Vila Ecológica,Pacheco,BA,BR,FALSE
1315,658,billing,72443-764,Parque Dom Moreira,96,,Suzana,Freitas,RR,BR,TRUE
1316,659,billing,36597470,Trecho de Caldeira,88,Apto 192,Vila Mangueiras,Moraes,SE,BR,TRUE
1317,659,billing,38265619,Setor Gabriela Nogueira,3,,Minas Caixa,Jesus Verde,AM,BR,FALSE
1318,659,billing,99277-086,Parque de Fogaça,94,,Vila Paquetá,Freitas dos Dourados,PB,BR,FALSE
1319,660,billing,97767-380,Quadra Dias,7,Apto 823,Vila Das Oliveiras,Vasconcelos,PR,BR,TRUE
1320,660,secondary,39347412,Residencial Melissa Guerra,17,,Parque São José,Ramos,TO,BR,FALSE
